,artist_familiarity,artist_hotttnesss,artist_id,duration,end_of_fade_in,key,key_confidence,loudness,mode,mode_confidence,start_of_fade_out,tempo,time_signature,time_signature_confidence,year
28,0.5888271005018058,0.3796711247498673,2631,168.25423999999995,0.2,8.0,0.812,-9.616,1.0,0.736,161.89,127.025,4.0,0.792,1997.0
29,0.3964552539172961,0.2992303679293693,1731,156.39465,0.562,8.0,0.569,-18.051,1.0,0.495,150.634,95.957,3.0,0.6890000000000001,1961.0
30,0.7068276713044582,0.4161730646266773,1057,342.56934,0.063,6.0,0.381,-11.939,1.0,0.5379999999999999,333.154,110.189,3.0,0.353,1972.0
31,0.5605579839038146,0.4527894767522226,234,484.62322,28.172,4.0,0.28300000000000003,-15.335,0.0,0.363,480.36300000000006,138.007,4.0,0.893,1972.0
32,0.6408071019636729,0.4182165181949368,995,164.80608,0.0,10.0,0.254,-10.922,1.0,0.042,156.17700000000005,130.1,1.0,0.0,1964.0
33,0.5237146369702328,0.3846110839616365,99,133.32853,0.0,4.0,0.384,-9.983,1.0,0.402,130.009,160.839,1.0,0.0,1992.0
34,0.7936050803712417,0.42631795640769016,1413,173.66159,0.0,7.0,0.299,-7.762,1.0,0.464,164.908,41.993,1.0,0.0,1992.0
35,0.5015447771039371,0.39273367554668775,1698,313.12934,0.0,9.0,0.7240000000000001,-9.512,1.0,0.364,307.688,189.646,3.0,0.674,1997.0
36,0.8093237930019529,0.4880198416856731,2732,450.84689,0.467,4.0,0.726,-9.063,0.0,0.3670000000000001,426.104,130.586,4.0,0.42,1997.0
37,0.632559542284651,0.4116889597857789,2499,303.09832,0.067,8.0,0.532,-8.879,0.0,0.516,294.818,128.292,4.0,0.83,1997.0
38,0.5975412179723806,0.3826519711397369,3620,128.83546,0.0,3.0,0.0,-17.699,1.0,0.251,121.423,90.932,3.0,1.0,1997.0
39,0.4954459217702346,0.294861261887382,1288,456.30649000000005,0.241,1.0,0.611,-19.478,1.0,0.546,451.315,89.667,4.0,0.747,1997.0
40,0.5278650761586818,0.3931219335710068,2237,198.73914,0.0,7.0,0.6729999999999999,-7.4689999999999985,1.0,0.579,193.016,115.061,4.0,0.731,2007.0
41,0.6686745328613157,0.4675384440100101,3529,95.68608,0.0,2.0,0.421,-2.022,1.0,0.589,87.806,115.887,4.0,0.7440000000000001,2003.0
42,0.8148296561331122,0.7357656929506414,1531,271.49016,0.171,9.0,0.301,-10.358,0.0,0.392,263.784,139.333,1.0,0.0,2003.0
43,0.4823560425909108,0.3500785789894733,668,226.66404,0.311,0.0,0.863,-12.716,1.0,0.6709999999999999,219.51,117.271,4.0,0.453,2003.0
44,0.6610801676039384,0.4427658420289504,3281,190.48444,0.258,3.0,0.544,-15.663,1.0,0.596,177.02900000000002,102.428,4.0,0.496,1995.0
45,0.7011808736075507,0.4666288889016846,749,277.78567000000004,0.24,2.0,0.0,-6.944,1.0,0.0,267.453,89.984,4.0,0.0,2004.0
46,0.7337989404362274,0.544257505724526,3080,248.78975,0.183,1.0,0.754,-7.805,1.0,0.597,246.19,116.721,4.0,0.522,1992.0
47,0.5906929179471623,0.4528178376971138,567,195.3171,0.0,7.0,0.98,-10.7,1.0,0.753,187.617,123.142,4.0,0.6779999999999999,2002.0
48,0.6653221619060184,0.3942171989010042,2911,175.72526000000005,0.7340000000000001,0.0,0.522,-10.93,1.0,0.474,168.699,141.91899999999995,4.0,0.445,2006.0
49,0.5040756699303163,0.3345773601190987,632,217.23383,1.042,10.0,0.005,-9.493,0.0,0.305,213.496,95.596,4.0,1.0,1995.0
50,0.717670524728552,0.4793084593382274,2969,344.0583200000001,0.068,11.0,0.425,-9.253,1.0,0.486,335.029,154.953,1.0,0.0,1974.0
51,0.6697261875661445,0.4279142469829548,1665,251.42812,0.071,7.0,0.391,-12.009,1.0,0.319,237.598,86.09100000000002,5.0,0.551,2009.0
52,0.5697411522818971,0.41224060053560735,2574,269.7922,0.218,7.0,0.715,-11.043,1.0,0.614,257.416,90.218,4.0,1.0,1997.0
53,0.6400483571565447,0.4043926401547713,848,206.05342,0.0,11.0,0.6409999999999999,-11.505999999999998,0.0,0.597,206.053,133.144,1.0,0.0,1977.0
54,0.3977728757878008,0.3834757449066917,3270,190.04036,0.0,2.0,0.105,-14.179,1.0,0.433,176.924,205.317,4.0,0.0,1977.0
55,0.6431827729122329,0.5006913409134529,350,241.162,0.5489999999999999,9.0,0.222,-8.531,1.0,0.403,230.342,180.149,4.0,0.0,1986.0
56,0.4114210482617737,0.3384148184832545,1913,122.64444,0.99,0.0,0.61,-8.541,0.0,0.489,109.627,102.538,4.0,0.8690000000000001,1966.0
57,0.7510076200369779,0.5236990777653908,1306,207.0722,2.583,0.0,0.442,-6.629,1.0,0.371,202.757,84.164,4.0,0.853,1985.0
58,0.548585130198109,0.3835242473277272,298,300.79955,0.0,7.0,0.6659999999999999,-13.33,1.0,0.6579999999999999,298.347,124.175,4.0,0.698,1995.0
59,0.7493178009614533,0.4816558624124557,3229,228.46649,0.0,7.0,0.458,-12.412,1.0,0.602,228.466,137.004,1.0,0.0,1997.0
60,0.6319466659983671,0.3807045358244573,792,239.59465,0.311,7.0,0.527,-21.552,1.0,0.613,236.507,106.33,4.0,0.526,1997.0
61,0.6539378209700205,0.3968558693253486,2331,228.93669,0.338,11.0,0.172,-8.686,0.0,0.369,219.574,107.961,4.0,1.0,1997.0
62,0.6683706115518646,0.4575539098364934,112,165.61587,2.171,1.0,0.108,-6.222,1.0,0.256,165.616,174.287,3.0,0.132,2000.0
63,0.8457688664485438,0.7888059351620142,1506,187.92444,0.328,0.0,0.612,-5.907,1.0,0.735,180.344,116.823,4.0,0.34700000000000003,2003.0
64,0.4074556438520137,0.30004649036641506,3834,276.50567,0.299,0.0,0.29,-4.638,1.0,0.389,261.956,101.972,4.0,1.0,2003.0
65,0.4601713236661016,0.18931487775261452,2092,200.25424,0.0,11.0,0.056,-5.884,0.0,0.28300000000000003,194.844,127.97,4.0,0.0,2003.0
66,0.7788167165625715,0.5542914890128156,33,144.50893,0.237,4.0,0.093,-7.787000000000001,0.0,0.423,140.05700000000002,152.622,4.0,0.358,1992.0
67,0.43588984708830425,0.26803783963074496,2156,285.1783200000001,0.0,7.0,0.379,-8.488,1.0,0.401,275.853,110.787,3.0,1.0,1992.0
68,0.7111657865776896,0.4668269925271874,1104,246.69995,0.322,7.0,0.161,-9.603,1.0,0.205,224.049,112.903,4.0,1.0,1990.0
69,0.44316239759770826,0.3004544598123077,2890,84.03546,0.328,7.0,0.469,-26.266,1.0,0.591,75.79,115.642,4.0,0.44,1985.0
70,0.4004335134580979,0.26627528554651025,2464,273.52771,2.177,1.0,0.652,-6.305,1.0,0.6940000000000001,268.893,125.013,4.0,1.0,2000.0
71,0.4773647524835352,0.33750728916593725,1181,298.8403600000001,19.093,5.0,0.596,-9.998,1.0,0.5670000000000001,289.46,113.277,4.0,0.872,2000.0
72,0.6178701163443497,0.3636681102446239,2515,161.38404,0.165,5.0,0.665,-9.161,0.0,0.606,161.384,96.979,4.0,0.895,1997.0
73,0.7446412459327763,0.5799889824287546,2475,209.29261,0.0,8.0,0.455,-4.865,1.0,0.48,206.623,140.995,1.0,0.41,1997.0
74,0.8456018866402321,1.0059419659547393,3111,229.61587000000003,0.0,11.0,0.205,-4.882,0.0,0.332,213.664,105.206,4.0,1.0,2004.0
75,0.9057768886660886,0.5984585009824434,2101,426.89261,0.28600000000000003,0.0,0.05,-12.951,0.0,0.395,399.9,63.017,4.0,0.378,2000.0
76,0.6940216479070769,0.4794076755751476,2568,269.26975,3.889,9.0,0.052000000000000005,-11.751,0.0,0.142,262.798,144.60299999999995,4.0,0.0,2000.0
77,0.4083890223759677,0.13924739387110993,2329,249.41669,0.647,2.0,0.883,-6.693,1.0,0.728,238.43400000000003,167.92,4.0,0.75,2000.0
78,0.6069253585317187,0.3891007762801808,3527,136.48934,0.229,9.0,0.386,-9.091,1.0,0.632,130.026,129.122,1.0,0.0,1963.0
79,0.5624637835796072,0.3224851056611973,666,233.27302000000003,0.386,0.0,0.53,-2.658,1.0,0.501,231.178,132.02200000000002,4.0,0.782,2001.0
80,0.4810045830175826,0.3356518391847009,1854,187.24526,0.107,1.0,0.8420000000000001,-4.42,1.0,0.721,178.625,183.92,1.0,0.063,2005.0
81,0.7429631523413633,0.4533911860753301,3724,72.61995,0.0,9.0,0.0,-11.050999999999998,0.0,0.0,68.365,89.867,4.0,0.476,2005.0
82,0.5854795397495219,0.36438492446826576,3419,272.63955,2.775,2.0,0.633,-9.97,1.0,0.605,272.64,119.896,5.0,0.921,2005.0
83,0.6715962698483039,0.4810242392118726,809,142.75873,0.218,1.0,0.62,-11.335,0.0,0.8140000000000001,135.546,137.29,4.0,0.0,2005.0
84,0.4493236152076617,0.3432818817870833,2283,194.11546,0.08900000000000001,5.0,1.0,-15.581,1.0,0.8859999999999999,182.729,82.34299999999998,1.0,0.387,2002.0
85,0.5164437797727629,0.3866690917060239,1514,195.91791,0.165,3.0,0.883,-11.98,1.0,0.735,192.087,91.487,4.0,0.0,1990.0
86,0.7282097070640043,0.5380702951237828,1093,118.33424,0.0,9.0,0.0,-11.215,0.0,0.0,118.334,84.69,5.0,0.6779999999999999,1999.0
87,0.7986451787418826,0.5524133455169445,619,288.41751,0.113,2.0,0.08,-8.165,1.0,0.665,279.17900000000003,115.606,4.0,0.0,2005.0
88,0.4458546313595108,0.3475988886835368,3363,123.21914,1.001,7.0,0.278,-12.69,0.0,0.482,118.079,126.523,1.0,0.0,2005.0
89,0.6051097019148579,0.3985475353805805,884,283.76771,0.0,2.0,0.823,-8.7,1.0,0.69,271.83,113.677,4.0,1.0,1990.0
90,0.454043995003438,0.4214151025424071,933,239.3073,0.182,2.0,0.569,-5.757999999999999,1.0,0.601,220.264,86.93799999999997,4.0,0.222,1990.0
91,0.5435161307179269,0.4041822066537044,1194,206.75873,0.096,0.0,0.613,-4.907,1.0,0.6559999999999999,193.115,141.936,4.0,0.634,1990.0
92,0.4205458495228202,0.3135693426838017,1764,134.81751,0.0,11.0,0.847,-8.133,1.0,0.6459999999999999,130.72299999999998,106.049,1.0,0.0,1990.0
93,0.37385062304422495,0.1489854809922737,126,285.64853,0.397,8.0,0.508,-9.093,1.0,0.343,274.72700000000003,126.88,4.0,0.0,1990.0
94,0.7431297761478142,0.4935668426965597,3625,124.18567,0.0,1.0,0.07400000000000001,-10.296,0.0,0.4920000000000001,121.005,85.008,5.0,1.0,2001.0
95,0.13818761011851705,0.3178109598122704,2213,134.08608,4.441,4.0,0.718,-12.839,0.0,0.674,130.38,133.69899999999998,1.0,0.0,2001.0
96,0.4161410224693502,0.33109012633891616,3002,155.61098,0.154,11.0,0.599,-13.71,1.0,0.517,150.75,118.975,1.0,0.003,2001.0
97,0.4955596515140681,0.34919221761645924,412,275.40853,0.0,9.0,0.376,-2.119,1.0,0.334,272.556,102.408,4.0,0.395,2001.0
98,0.4305389074172808,0.3163540008222974,359,223.4771,0.29100000000000004,0.0,0.0,-14.438,1.0,0.138,220.026,112.006,4.0,0.8440000000000001,1961.0
99,0.42837541665132417,0.317833879200262,1290,443.24526,0.23,1.0,0.0,-13.002,1.0,0.051,430.736,45.527,4.0,0.0,1961.0
100,0.5451109508213838,0.3457512470197027,2024,177.81506000000005,0.5539999999999999,4.0,0.695,-12.004,1.0,0.6729999999999999,167.48,85.62100000000002,4.0,0.612,2006.0
101,0.4833394215564992,0.2775617377534305,3058,385.33179,3.048,8.0,0.8220000000000001,-8.37,0.0,0.503,382.647,108.061,4.0,1.0,2000.0
102,0.5592784942236473,0.4320119468576032,3338,324.44036,0.0,7.0,0.5579999999999999,-11.829,1.0,0.718,312.2390000000001,216.195,5.0,1.0,1995.0
103,0.43888747505017295,0.3251485709173023,474,275.12118,0.34,7.0,0.6990000000000001,-6.29,1.0,0.527,272.933,132.428,4.0,0.281,1995.0
104,0.5781036297198625,0.4148926124367487,207,294.66077,0.8640000000000001,5.0,0.238,-15.761,0.0,0.07,282.564,168.30700000000004,4.0,0.0,1995.0
105,0.5024531765214763,0.3915853290262099,226,193.20118,0.4970000000000001,0.0,0.371,-27.433000000000003,1.0,0.484,190.003,140.95600000000005,7.0,0.866,1995.0
106,0.5419751082100462,0.3841842584967685,1121,357.82485,0.131,1.0,0.485,-5.7010000000000005,1.0,0.4270000000000001,353.785,130.016,5.0,1.0,1991.0
107,0.6837194679130381,0.4126716309926985,917,198.3473,0.201,11.0,0.306,-8.709,0.0,0.22,182.18400000000003,175.769,4.0,0.7,1997.0
108,0.6148709339199385,0.6282464191914875,1509,261.95546,0.0,7.0,0.96,-13.627,1.0,0.634,253.452,100.194,3.0,1.0,2005.0
109,0.6264363817515622,0.3742711738564048,392,176.27383,0.183,2.0,0.171,-11.479,1.0,0.239,166.91099999999997,151.911,4.0,0.231,1985.0
110,0.4946814169964284,0.3841464443048954,3744,220.89098,0.0,9.0,0.606,-6.3020000000000005,1.0,0.475,213.107,119.691,4.0,0.491,1985.0
111,0.5438663024727286,0.3932151037866921,3259,235.91138,0.322,10.0,0.46,-10.466,1.0,0.379,219.725,161.976,4.0,0.696,1985.0
112,0.5672788711826817,0.40517835890761206,1458,239.59465,0.31,0.0,0.601,-9.275,1.0,0.563,231.3,172.398,1.0,0.0,1971.0
113,0.4323864772977878,0.28404740990087485,434,171.49342,0.085,2.0,0.45,-37.398,1.0,0.685,165.21599999999995,109.823,3.0,0.659,1971.0
114,0.5138295872991763,0.34318504527257115,855,266.05669,0.23,1.0,0.936,-13.836,1.0,0.763,256.064,90.101,1.0,0.0,1971.0
115,0.7909228479560918,0.6011849417940898,2883,329.2730200000001,0.45,8.0,0.4970000000000001,-7.103,1.0,0.491,322.101,116.473,4.0,1.0,1994.0
116,0.4546681904732506,0.0,1107,198.922,0.228,9.0,0.0,-13.495,0.0,0.094,190.705,126.821,4.0,0.0,1994.0
117,0.657406765298449,0.4224724232432197,3102,283.21914,0.258,2.0,0.499,-15.144,1.0,0.652,277.467,111.191,3.0,0.851,1971.0
118,0.4587120897603369,0.33510142487208283,3565,238.68036,0.386,5.0,0.458,-12.991,1.0,0.542,230.742,125.508,4.0,0.462,1971.0
119,0.6523678641880865,0.4379647331417924,3323,254.06649,0.43,4.0,0.446,-6.01,0.0,0.383,249.562,137.888,1.0,0.0,1999.0
120,0.3424401443316209,0.28128421554929817,3122,184.31955,0.7979999999999999,6.0,0.0,-5.58,0.0,0.0,178.503,150.012,4.0,0.0,1999.0
121,0.498259309879011,0.3340657898380008,2799,311.40526,0.0,10.0,0.685,-4.313,1.0,0.611,300.118,108.367,4.0,0.36,1999.0
122,0.6247237675785525,0.4035096733630853,1243,162.53342,0.524,2.0,0.243,-17.285,1.0,0.297,151.55100000000004,173.482,4.0,0.804,1999.0
123,0.7922555897317167,0.5669715662185826,1300,212.37506,0.868,4.0,0.3720000000000001,-5.931,0.0,0.207,209.438,110.745,4.0,1.0,2009.0
124,0.5736054913170406,0.37225120793006455,129,338.33751,0.0,2.0,0.626,-14.248,0.0,0.575,328.986,130.02700000000002,4.0,0.509,1995.0
125,0.5559850526989919,0.3268488180257514,1145,126.51057,0.0,11.0,0.228,-12.651,1.0,0.374,121.702,110.168,4.0,0.92,1995.0
126,0.42562724003042296,0.0,3523,205.58322,0.612,9.0,0.825,-16.055999999999994,0.0,0.836,182.323,97.976,3.0,1.0,1995.0
127,0.6626496953373197,0.3631778606591337,3282,193.4624,2.717,0.0,0.373,-5.9129999999999985,0.0,0.5479999999999999,184.274,119.979,4.0,1.0,2007.0
128,0.4919218807708306,0.3458094431841164,1939,127.4771,2.148,6.0,0.81,-5.541,1.0,0.8640000000000001,118.195,156.968,1.0,0.0,2007.0
129,0.5947799035029359,0.3189020778687955,1062,234.762,0.101,5.0,0.172,-6.019,1.0,0.026,227.84,188.886,4.0,1.0,1999.0
130,0.7033494404116145,0.4983953383497739,2823,292.8322,3.344,9.0,0.295,-4.953,1.0,0.196,273.589,133.306,4.0,0.338,2001.0
131,0.4342720374495127,0.3015024618584285,161,241.10975,2.659,4.0,0.965,-18.114,1.0,0.7440000000000001,230.429,152.267,3.0,1.0,1990.0
132,0.7337146964873255,0.4596654567282773,3109,270.68036,0.334,1.0,0.33,-11.061,1.0,0.526,267.906,166.275,4.0,0.845,1990.0
133,0.6254432620438771,0.4315269192148132,3004,188.73424,0.0,2.0,0.862,-7.04,1.0,1.0,178.463,114.971,4.0,0.0,1990.0
134,0.4986636485778975,0.3218826899456761,607,211.80036,0.175,9.0,0.519,-15.358,0.0,0.525,202.443,144.651,4.0,0.142,1990.0
135,0.505644261572307,0.351210536532264,2589,254.32771,0.0,2.0,0.64,-11.213,1.0,0.6920000000000001,249.858,152.005,1.0,0.605,1990.0
136,0.4061874492750627,0.27345372725278577,1916,210.36363,0.364,1.0,0.645,-5.904,0.0,0.6829999999999999,201.497,155.07399999999996,1.0,0.0,2009.0
137,0.6610013371011454,0.4468907265493133,1840,301.81832,2.5660000000000003,10.0,0.6829999999999999,-8.095,0.0,0.5489999999999999,289.332,61.971,1.0,0.397,1991.0
138,0.8302522617224859,0.5079658021593736,3716,416.80934,0.0,6.0,0.644,-7.982,0.0,0.607,396.533,124.04,5.0,0.82,1997.0
139,0.5542264666164733,0.4249318351787764,3778,413.36118,0.0,7.0,0.056,-8.804,0.0,0.306,408.503,191.196,4.0,0.0,1997.0
140,0.8392753929272774,0.5507620846559074,664,117.002,0.0,7.0,0.458,-5.699,1.0,0.44,114.712,152.127,4.0,0.6509999999999999,2005.0
141,0.8331785608902065,0.6822631767638205,644,217.36444,0.224,10.0,0.805,-5.152,0.0,0.688,212.161,100.023,4.0,0.937,2005.0
142,0.5749739006961437,0.4225149401307247,444,122.72281,4.418,10.0,0.0,-9.965,1.0,0.149,117.034,192.688,4.0,0.6709999999999999,2005.0
143,0.6048204319182022,0.3838774936335668,700,203.98975,0.161,11.0,0.236,-11.976,0.0,0.384,182.921,154.322,4.0,0.0,1988.0
144,0.37801315213885606,0.3394084863551408,1494,192.44363,0.485,5.0,0.084,-10.229,1.0,0.405,178.66,236.006,4.0,0.7609999999999999,1988.0
145,0.4415934415039667,0.3828699558929602,1428,285.36118,0.0,11.0,0.321,-6.284,1.0,0.421,274.715,150.666,5.0,1.0,1988.0
146,0.7111657865776896,0.4668269925271874,1104,225.12281,0.0,11.0,0.0,-3.818,0.0,0.036000000000000004,203.593,175.421,1.0,0.0,1984.0
147,0.4621406002070351,0.32138373011129995,1091,123.66322,0.0,9.0,0.138,-4.633,0.0,0.452,119.705,104.153,4.0,0.07200000000000001,1984.0
148,0.4715772815126282,0.3370893003321005,3357,525.16526,0.14800000000000002,11.0,0.386,-5.602,0.0,0.417,513.724,127.278,4.0,0.22,1984.0
149,0.6695001252208089,0.5444462769036911,547,204.06812,0.415,6.0,0.606,-5.157,1.0,0.514,193.562,160.165,4.0,1.0,1984.0
150,0.4955596515140681,0.34919221761645924,412,166.00771,0.0,5.0,0.441,-1.925,1.0,0.3720000000000001,162.366,86.09100000000002,3.0,1.0,1984.0
151,0.7379725284001423,0.5559688037518089,980,219.01016,0.235,0.0,0.782,-5.21,1.0,0.662,203.233,149.94,4.0,0.128,2001.0
152,0.5306057979398598,0.35032760522744555,2086,127.9473,0.165,0.0,0.655,-12.717,1.0,0.525,123.222,135.78,4.0,0.087,2001.0
153,0.4800478193714765,0.30660364129709755,3101,570.90567,0.15,7.0,0.792,-12.28,1.0,0.6459999999999999,538.372,122.967,4.0,1.0,2001.0
154,0.6226841673398639,0.3622387467018491,70,230.00771,0.0,9.0,0.858,-9.748,1.0,0.606,226.708,142.024,4.0,0.966,2001.0
155,0.5934160487797832,0.39570954770762196,3812,240.74404,0.0,2.0,0.735,-4.878,0.0,0.838,240.74400000000003,135.535,7.0,0.583,2010.0
156,0.6319466659983671,0.3807045358244573,792,192.20853,0.35700000000000004,2.0,0.523,-23.988000000000003,1.0,0.537,183.229,139.189,3.0,0.418,1989.0
157,0.20107755968165755,0.0,3125,152.0322,0.479,8.0,0.6559999999999999,-9.414,1.0,0.393,143.871,128.59799999999998,5.0,0.197,1989.0
158,0.6187657854861481,0.4091348687974841,2009,215.30077000000003,0.588,3.0,0.445,-9.741,0.0,0.496,208.376,163.445,4.0,0.015,2004.0
159,0.7073356812574015,0.6038764869181625,3700,155.21913999999995,0.0,7.0,0.0,-11.965,0.0,0.181,147.673,114.027,3.0,1.0,1971.0
160,0.4880088818032522,0.3140117898326241,686,207.12444,0.35200000000000004,7.0,0.662,-12.779000000000002,1.0,0.7559999999999999,192.447,111.316,1.0,0.0,1971.0
161,0.8144481104168003,0.6079718095629023,1583,428.5644400000001,4.267,4.0,0.743,-8.402999999999999,0.0,0.727,414.697,105.994,3.0,1.0,2006.0
162,0.6904475497729028,0.5077816674051294,1109,185.7824,3.059,8.0,0.015,-13.251,1.0,0.236,174.55599999999995,88.48899999999998,1.0,0.249,2006.0
163,0.7804617487770407,0.5742747305168561,2374,654.28853,3.048,7.0,0.539,-5.884,0.0,0.617,638.462,118.433,4.0,0.802,2009.0
164,0.6058740493326593,0.433945513830991,3750,306.72934,0.0,11.0,0.0,-6.9289999999999985,1.0,0.232,276.149,96.007,4.0,0.906,2009.0
165,0.6388802061278953,0.2463407135623725,3244,229.51138,3.233,9.0,0.457,-4.198,1.0,0.398,222.285,187.807,4.0,0.381,2009.0
166,0.7120989021279718,0.41339391128749997,2629,205.58322,0.0,7.0,0.025,-6.997999999999998,0.0,0.312,202.931,181.115,4.0,0.701,1991.0
167,0.6357570221000797,0.3794369722404727,121,127.05914,0.322,2.0,0.826,-12.772,1.0,0.936,114.724,148.357,4.0,0.097,1991.0
168,0.7864270833791762,0.5122267383177268,13,44.35546,0.0,1.0,0.0,-18.147,0.0,0.0,44.355,136.164,4.0,0.68,1991.0
169,0.6228299968847893,0.4269442562357665,942,203.83302,2.067,4.0,0.648,-7.661,0.0,0.629,195.117,126.941,4.0,1.0,2009.0
170,0.38230828283667867,0.2835625959808445,346,176.50893,0.4970000000000001,5.0,0.526,-17.308,1.0,0.595,165.535,159.582,3.0,1.0,2009.0
171,0.7272303154628746,0.4765593789777819,1012,140.66893000000002,0.078,6.0,0.006,-28.347,0.0,0.127,135.285,89.495,4.0,0.614,1986.0
172,0.6657283364248289,0.4569405584415782,1797,201.09016,0.0,5.0,0.608,-2.869,0.0,0.505,201.09,102.259,3.0,1.0,1988.0
173,0.5393805902106864,0.3605835821516753,2885,254.79791,0.0,10.0,0.647,-7.309,1.0,0.54,236.141,107.529,3.0,1.0,1998.0
174,0.07512476163907388,0.3701947010583135,3015,143.0722,0.32,0.0,0.675,-15.351,1.0,0.353,133.724,99.408,4.0,1.0,1998.0
175,0.31241512329832843,0.2506012864465103,2373,163.49995,2.171,9.0,0.753,-25.694000000000006,1.0,0.629,156.21200000000005,79.73100000000002,4.0,0.897,1998.0
176,0.5247000411070547,0.38976551809145177,805,289.64526,0.0,0.0,0.403,-9.435,1.0,0.578,286.18,188.502,1.0,0.0,1998.0
177,0.5678142640009771,0.3766886310220993,177,124.15955,0.38,11.0,0.7240000000000001,-4.793,1.0,0.583,122.015,133.72899999999998,1.0,0.046,1998.0
